0.978679	0.584758	0.337987
0.167939	0.021321	3.085855
0.104173	0.065636	3.301980
0.420270	0.633153	5.103559
0.978679	0.676289	6.116538
0.607232	0.704982	6.790360
0.886524	0.978679	7.833259
0.978679	0.888369	8.177377
